http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#SmallKoala http://www.w3.org/1999/02/22-rdf-syntax-ns#type http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#Koala
http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#BigKoala http://www.w3.org/1999/02/22-rdf-syntax-ns#type http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#Animal
http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#HugeKoala http://www.w3.org/1999/02/22-rdf-syntax-ns#type http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#Animal
http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#NiceKoala http://www.w3.org/1999/02/22-rdf-syntax-ns#type http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#Koala
http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#Freddie http://www.w3.org/1999/02/22-rdf-syntax-ns#type http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#Koala
http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#Anna http://www.w3.org/1999/02/22-rdf-syntax-ns#type http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#Person
http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#Marvin http://www.w3.org/1999/02/22-rdf-syntax-ns#type http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#Animal
http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#Jenna http://www.w3.org/1999/02/22-rdf-syntax-ns#type http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#Person
http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#Felix http://www.w3.org/1999/02/22-rdf-syntax-ns#type http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#Person
http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#Kim http://www.w3.org/1999/02/22-rdf-syntax-ns#type http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#Person
http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#James http://www.w3.org/1999/02/22-rdf-syntax-ns#type http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#Person
http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#Philipp http://www.w3.org/1999/02/22-rdf-syntax-ns#type http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#Animal
http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#Anna http://www.w3.org/1999/02/22-rdf-syntax-ns#type http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#Person
http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#Otto http://www.w3.org/1999/02/22-rdf-syntax-ns#type http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#Animal
http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#Kendrick http://www.w3.org/1999/02/22-rdf-syntax-ns#type http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#Animal
http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#Nicole http://www.w3.org/1999/02/22-rdf-syntax-ns#type http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#Student
http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#Harold http://www.w3.org/1999/02/22-rdf-syntax-ns#type http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#Student
http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#Lena http://www.w3.org/1999/02/22-rdf-syntax-ns#type http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#Person
http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#Jack http://www.w3.org/1999/02/22-rdf-syntax-ns#type http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#Person
http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#John http://www.w3.org/1999/02/22-rdf-syntax-ns#type http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#Student
http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#SmallKoala http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#hasDegree http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#BA
http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#BigKoala http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#hasDegree http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#PhD
http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#HugeKoala http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#hasDegree http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#PhD
http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#NiceKoala http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#hasDegree http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#MA
http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#Freddie http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#hasDegree http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#BA
http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#Anna http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#hasHabitat http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#Leipzig
http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#Marvin http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#hasHabitat http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#UniTuebingen
http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#Jenna http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#hasHabitat http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#UniLeipzig
http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#Felix http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#hasHabitat http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#UniLeipzig
http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#Kim http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#hasHabitat http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#UniLeipzig
http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#Anna http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#hasHabitat http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#Leipzig
http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#Otto http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#hasHabitat http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#ThatOneVeryDryEucalyptForest
http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#Kendrick http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#hasChildren http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#Felix
http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#Nicole http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#hasChildren http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#Carla
http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#Harold http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#hasChildren http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#Carla
http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#Lena http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#hasChildren http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#Carla
http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#Jack http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#hasChildren http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#Carla
http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#John http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#hasChildren http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#Carla
http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#SmallKoala http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#hasDegree http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#MA
http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#HugeKoala http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#hasHabitat http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#ThatOneVeryDryEucalyptForest
http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#NiceKoala http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#hasHabitat http://protege.stanford.edu/plugins/owl/owl-library/koala.owl#ThatOneVeryDryEucalyptForest
